Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 1, 1)","(4, 8, 16, 7)",0.8059351290621976,0.849044754191765,0.8065504790156662,0.7211901386314543,0.7922617906129619,0.8492592228838983,0.8110505107572614,0.7179325489332274,0.8518055139963121,0.807081349880951,0.7286069207010373
"(0, 0, 0, 1, 1)","(4, 8, 16, 8)",0.8083133974913708,0.8483061703515734,0.8242007534266795,0.7220458620381323,0.7981842619387951,0.8500815435237342,0.825871651801037,0.7181855135878151,0.8502835823352697,0.8280558946816043,0.730339887463304
"(0, 0, 0, 1, 1)","(4, 8, 16, 9)",0.8132448269084076,0.8510087844011471,0.8270688605688482,0.732383399811147,0.8034870149270474,0.8515574796440809,0.8269437362755504,0.7303444296611488,0.8539368636522638,0.832595166971511,0.7386760982569138
"(0, 0, 0, 1, 1)","(4, 8, 16, 10)",0.8058991631609773,0.8449726028591809,0.8226833763998996,0.7211561138895782,0.7962706977162195,0.848883058356078,0.8230669277693631,0.7149431385878093,0.8442591576777758,0.8281373237203662,0.7308462231391637
"(0, 0, 0, 1, 1)","(4, 8, 16, 11)",0.8110778643430514,0.8493779183452184,0.8222351883817289,0.730543313740114,0.8007188068223539,0.8516599874737765,0.826243373024443,0.7242474943499349,0.8510492110541007,0.8236081900951413,0.7413882692527554
"(0, 0, 0, 1, 1)","(4, 8, 16, 12)",0.8101921313353291,0.8480122402822868,0.8228451506015331,0.7298749174210505,0.8002441027682903,0.8510930914746332,0.8275805748829115,0.7236948158887204,0.8484812095690882,0.8248049709104837,0.7406970417949891
"(0, 0, 0, 1, 1)","(4, 8, 16, 13)",0.8090175449927933,0.8463486263551886,0.8255231298404171,0.7280834685789498,0.7999850749248519,0.8490253968657125,0.8301688443244177,0.7221971825942558,0.8471505447424509,0.8279756066452292,0.7384515098617548
"(0, 0, 0, 1, 1)","(4, 8, 16, 14)",0.8101368963308581,0.8478614822412714,0.8206292685662246,0.7299956765513548,0.7994954757862837,0.8501289617934933,0.8244972196575013,0.7270469715165037,0.8489595573300355,0.8248348438231424,0.7379349844404824
"(0, 0, 0, 1, 1)","(4, 8, 16, 15)",0.809725512915481,0.8470719806576552,0.8201925066018421,0.7312634424420591,0.7995093099005188,0.8514644583443973,0.8229818536797838,0.7239627578557081,0.8463006194297609,0.8249330905773966,0.7427967205806714
"(0, 0, 0, 1, 1)","(4, 8, 16, 16)",0.8123766653074787,0.8488579832299417,0.8280106553550228,0.732626989506923,0.8031652093639625,0.8521092069773759,0.8330287432768102,0.7269769419163843,0.8495139305869364,0.8327273669238077,0.7424357819884863
"(0, 0, 0, 1, 1)","(4, 10, 12, 5)",0.8000815292973348,0.8463715306853169,0.8076327527007578,0.7075262883031377,0.7871768572297375,0.847402392359615,0.8016904006657363,0.7075552802927625,0.8486002652326846,0.8205242728177552,0.7109561436918258
"(0, 0, 0, 1, 1)","(4, 10, 12, 6)",0.7965940800854873,0.8416024906936969,0.8082119922680799,0.704201053350838,0.7846718454375383,0.8427292411989985,0.8094560772762097,0.7009755752411436,0.8445939095487225,0.8157620898485141,0.7116037336530425
"(0, 0, 0, 1, 1)","(4, 10, 12, 7)",0.8000045644455435,0.8444876073213546,0.8139949311671734,0.707461279824231,0.7886479394375863,0.8462357999610699,0.8102145264225442,0.7040324020281388,0.8460784250576898,0.8245752737588796,0.714538687909407
"(0, 0, 0, 1, 1)","(4, 10, 12, 8)",0.798448498989902,0.8414438841036803,0.8125207813767583,0.7078790378070561,0.7872812344291648,0.8429005147634946,0.816033953007284,0.7033434685392428,0.843913392292863,0.8156928970631592,0.7166915995427658
"(0, 0, 0, 1, 1)","(4, 10, 12, 9)",0.7979563427567189,0.8419886401686393,0.8060120121294203,0.7084000477354817,0.7854669000111804,0.8442514870327272,0.8152207423275352,0.702342705867174,0.8437571655287058,0.805508982874494,0.7197117240707502
"(0, 0, 0, 1, 1)","(4, 10, 12, 10)",0.7949132136387721,0.8365463899862456,0.816890480016658,0.703030727539949,0.7854891991809508,0.8405744666233547,0.8211897031073718,0.6953080118105326,0.8369494129898183,0.8203704393305731,0.7160805748513837
